timestamp_utc,camera_id,plate,vehicle_class,confidence
2026-09-06T08:28:49.927651+00:00,cam06,GJ18X3001,truck,0.9945351017846001
2026-09-06T09:43:25.446113+00:00,cam09,GJ11S4826,car,0.8051061365339491
2026-09-07T21:14:10.109706+00:00,cam06,GI9HZ716,car,0.6537957228720188
2026-09-07T21:14:14.155932+00:00,cam06,GJ11BHZ716,car,0.7613319724798202
2026-09-07T21:36:29.172571+00:00,cam06,GJ11CH0172,car,0.9542356550693512
